area,rooms,floor,total_floors,year_built,district,material,renovation,dist_to_center,price
36.7,1,10,21,1970,Сарыарка,панель,косметический,18.3,15.0
91.7,2,25,25,2001,Сарыарка,монолит,евро,4.7,144.24
117.5,5,18,21,1975,Алматы,кирпич,дизайнерский,1.74,204.96
127.2,4,3,17,1998,Есиль,монолит,евро,1.71,250.0
115.2,5,13,13,1964,Алматы,монолит,дизайнерский,1.16,195.26
126.2,3,9,12,2012,Есиль,монолит,евро,1.03,250.0
70.9,2,12,22,1983,Байконыр,кирпич,косметический,10.4,60.03
76.3,3,5,11,1989,Нура,кирпич,косметический,11.12,69.26
38.3,2,9,18,2004,Байконыр,панель,без ремонта,20.89,15.0
107.4,5,12,15,2025,Алматы,монолит,евро,4.7,179.49
126.0,4,10,12,2012,Алматы,панель,косметический,1.23,221.83
76.8,2,8,14,1986,Алматы,монолит,евро,10.39,74.0
71.8,3,6,6,1982,Сарыарка,монолит,евро,11.24,65.6
36.1,1,5,19,1982,Нура,кирпич,без ремонта,21.41,15.0
38.3,1,3,6,1965,Нура,панель,евро,17.12,16.06
36.5,2,4,6,1982,Нура,кирпич,евро,16.08,15.0
42.4,2,2,10,2010,Сарыарка,панель,без ремонта,20.04,17.37
124.7,5,8,16,1978,Алматы,монолит,дизайнерский,1.14,234.06
79.3,2,10,11,1985,Сарыарка,кирпич,косметический,10.37,70.08
121.1,5,16,23,1964,Есиль,монолит,дизайнерский,1.7,238.53
100.3,3,18,24,1976,Алматы,кирпич,дизайнерский,5.64,132.82
43.6,1,3,13,1964,Сарыарка,панель,дизайнерский,19.07,19.26
44.0,2,4,25,1991,Сарыарка,панель,без ремонта,16.41,17.36
93.5,4,3,6,1979,Байконыр,монолит,дизайнерский,3.72,136.12
38.5,1,3,8,2024,Нура,панель,косметический,20.32,17.08
115.4,3,1,12,1998,Алматы,кирпич,дизайнерский,1.25,250.0
36.6,1,14,24,1984,Нура,панель,евро,18.63,17.52
96.5,3,12,15,1995,Алматы,монолит,дизайнерский,3.48,169.86
106.0,3,14,19,2023,Байконыр,кирпич,дизайнерский,4.84,201.2
40.6,1,2,18,1971,Сарыарка,кирпич,без ремонта,19.57,15.08
42.6,1,12,15,1976,Байконыр,панель,косметический,17.52,15.79
127.0,5,10,24,1995,Алматы,монолит,евро,2.01,247.64
38.4,1,4,25,1966,Нура,панель,косметический,18.07,15.42
74.4,2,7,14,1994,Нура,панель,косметический,11.19,60.15
73.5,2,5,19,1970,Байконыр,кирпич,евро,11.91,64.25
40.5,1,13,18,2017,Нура,панель,без ремонта,16.26,16.9
107.4,4,13,17,2011,Байконыр,кирпич,дизайнерский,5.65,175.47
100.4,4,6,7,1963,Алматы,монолит,косметический,3.8,130.1
67.2,3,2,9,1995,Байконыр,монолит,косметический,9.56,60.72
116.9,3,9,25,1973,Есиль,монолит,евро,1.72,230.29
41.2,1,5,10,1998,Нура,панель,косметический,20.3,16.4
40.1,2,18,18,1995,Нура,панель,без ремонта,16.1,15.0
60.0,3,14,24,2023,Сарыарка,кирпич,евро,8.6,58.34
119.2,5,12,17,1971,Алматы,монолит,евро,1.66,212.5
41.2,1,4,9,1993,Нура,панель,косметический,20.45,16.43
33.1,1,7,23,2023,Нура,панель,без ремонта,20.59,15.0
64.8,3,4,5,1967,Сарыарка,монолит,косметический,8.54,55.81
99.6,4,17,20,1976,Байконыр,кирпич,евро,5.04,133.31
37.5,2,1,10,2007,Сарыарка,панель,без ремонта,20.23,15.58
75.3,2,10,18,1967,Сарыарка,кирпич,евро,10.39,70.51
105.0,5,12,15,1973,Алматы,кирпич,дизайнерский,3.46,142.62
74.2,1,3,16,2023,Сарыарка,панель,евро,10.19,78.36
38.8,1,9,13,1998,Нура,панель,косметический,15.14,15.92
30.0,1,8,16,1963,Нура,панель,без ремонта,16.91,15.0
66.6,2,13,24,2016,Байконыр,кирпич,косметический,8.74,67.38
72.5,2,14,22,1994,Сарыарка,кирпич,евро,11.53,64.94
129.2,5,12,13,1991,Есиль,кирпич,евро,2.41,221.54
106.5,5,3,24,2025,Алматы,монолит,евро,3.52,167.08
105.3,5,5,23,1980,Байконыр,кирпич,косметический,5.7,122.54
119.5,3,7,18,1984,Алматы,кирпич,дизайнерский,1.28,245.49
63.9,1,14,17,1997,Сарыарка,панель,евро,11.83,63.49
65.3,1,3,5,1975,Сарыарка,кирпич,евро,9.01,63.38
118.8,4,4,16,1968,Есиль,монолит,евро,1.84,225.78
42.8,2,1,9,1969,Нура,панель,косметический,18.28,15.16
97.7,4,8,8,1980,Байконыр,панель,евро,3.35,125.47
102.8,2,4,23,1965,Байконыр,кирпич,евро,3.07,140.24
39.2,1,1,10,1993,Сарыарка,панель,косметический,19.17,16.12
78.9,3,7,17,2025,Сарыарка,кирпич,косметический,8.83,79.01
31.9,1,13,23,1976,Нура,кирпич,косметический,21.43,15.0
42.2,1,5,17,1962,Нура,панель,без ремонта,17.63,15.24
68.3,3,4,21,1962,Сарыарка,панель,косметический,8.86,53.0
40.8,1,2,21,1970,Нура,кирпич,евро,21.13,17.75
107.1,4,6,14,1998,Байконыр,кирпич,дизайнерский,5.32,168.32
129.6,5,23,24,1991,Есиль,монолит,дизайнерский,0.7,250.0
93.0,2,4,24,1986,Алматы,кирпич,дизайнерский,4.09,154.1
41.4,2,7,12,2009,Сарыарка,панель,косметический,16.14,18.33
35.9,1,5,22,1985,Сарыарка,панель,без ремонта,17.6,15.0
42.8,2,6,8,2000,Нура,панель,косметический,15.37,17.07
36.2,1,1,7,2025,Нура,панель,косметический,20.2,15.43
116.3,5,4,16,1971,Алматы,монолит,дизайнерский,2.03,203.41
64.9,2,1,17,1967,Сарыарка,кирпич,косметический,9.55,54.06
38.6,1,12,17,1974,Нура,кирпич,косметический,16.05,17.11
117.4,5,16,21,1970,Есиль,монолит,евро,1.6,224.64
69.7,3,3,13,2014,Сарыарка,кирпич,дизайнерский,11.41,70.17
30.0,1,10,21,2017,Сарыарка,кирпич,косметический,16.8,15.0
39.7,2,7,23,1996,Сарыарка,панель,косметический,20.43,16.03
97.8,4,1,6,1968,Сарыарка,монолит,без ремонта,4.19,102.57
91.1,3,1,14,2016,Есиль,кирпич,евро,5.4,136.5
40.8,2,9,9,2020,Нура,панель,дизайнерский,18.74,19.18
121.6,4,12,18,1986,Есиль,монолит,дизайнерский,1.08,250.0
126.8,5,9,13,2004,Есиль,кирпич,евро,0.7,233.84
128.3,4,3,10,2000,Алматы,монолит,дизайнерский,1.97,250.0
38.5,1,3,10,1994,Нура,панель,косметический,15.1,16.5
37.4,1,10,12,1983,Сарыарка,панель,косметический,15.02,15.0
126.3,3,4,7,1978,Есиль,монолит,евро,1.89,246.4
67.7,2,1,7,1978,Сарыарка,кирпич,без ремонта,10.38,58.98
98.2,4,9,18,1983,Байконыр,кирпич,без ремонта,3.54,120.12
105.4,3,13,24,2010,Байконыр,монолит,дизайнерский,4.95,193.04
42.1,1,9,15,2014,Сарыарка,кирпич,косметический,18.57,20.51
93.9,2,13,24,1967,Алматы,кирпич,косметический,3.94,121.74
129.6,4,7,8,1963,Есиль,монолит,дизайнерский,1.9,236.6
100.8,3,7,25,1991,Байконыр,кирпич,евро,3.31,142.16
74.6,1,11,17,2010,Сарыарка,кирпич,без ремонта,8.27,78.28
115.3,5,18,20,1997,Есиль,монолит,евро,1.49,225.56
79.2,3,6,6,2014,Алматы,монолит,евро,9.89,75.88
90.7,2,17,17,2007,Алматы,кирпич,евро,5.06,146.08
108.0,5,10,13,2006,Алматы,кирпич,евро,3.96,142.73
106.4,5,3,23,1995,Алматы,кирпич,евро,5.6,141.44
40.2,1,21,21,1963,Нура,панель,евро,17.13,16.18
34.2,2,1,23,1971,Нура,панель,евро,16.26,15.19
44.4,1,13,23,2009,Нура,кирпич,без ремонта,19.3,20.15
71.8,1,9,20,1980,Сарыарка,монолит,косметический,8.36,68.96
71.8,1,7,10,2007,Сарыарка,кирпич,евро,9.62,77.86
100.5,2,8,10,1982,Байконыр,панель,евро,5.76,150.22
67.3,1,17,23,1960,Сарыарка,панель,косметический,9.61,59.88
104.1,3,4,17,2004,Байконыр,монолит,евро,5.55,166.41
124.3,4,18,23,2018,Есиль,монолит,косметический,1.85,249.18
40.6,1,16,21,1989,Сарыарка,монолит,без ремонта,16.6,17.0
92.1,4,1,17,1968,Есиль,монолит,косметический,3.97,118.78
106.9,3,6,8,1987,Сарыарка,монолит,евро,3.71,175.36
71.3,3,4,25,2023,Байконыр,кирпич,евро,10.59,67.01
44.8,1,6,10,1981,Сарыарка,панель,косметический,19.15,17.81
104.3,4,3,10,1964,Алматы,панель,евро,5.68,122.67
116.7,3,3,8,2010,Есиль,монолит,евро,1.73,250.0
92.4,2,2,6,1975,Алматы,монолит,евро,4.36,132.27
128.7,3,11,12,1962,Есиль,монолит,евро,1.13,230.51
129.0,3,20,22,2005,Есиль,монолит,дизайнерский,1.63,250.0
66.4,3,19,23,1982,Байконыр,панель,косметический,10.2,54.06
109.6,4,11,15,1969,Алматы,монолит,евро,5.12,153.81
60.0,1,4,11,1963,Байконыр,монолит,косметический,11.5,55.06
119.5,4,2,12,1972,Есиль,кирпич,евро,1.63,224.16
44.6,1,14,24,1969,Сарыарка,панель,косметический,17.65,17.21
77.3,4,3,6,1960,Байконыр,кирпич,евро,8.07,63.78
127.4,5,2,6,1984,Есиль,монолит,дизайнерский,2.18,249.48
43.8,2,2,6,2014,Сарыарка,кирпич,косметический,16.31,21.1
90.5,2,4,23,1986,Алматы,кирпич,евро,5.48,134.48
68.6,2,5,6,1962,Байконыр,кирпич,косметический,11.1,56.2
124.5,4,8,24,2018,Алматы,монолит,евро,1.48,250.0
116.5,4,8,8,2001,Есиль,монолит,евро,1.48,250.0
69.8,3,11,16,2023,Сарыарка,кирпич,косметический,8.09,68.97
102.6,4,5,25,1998,Есиль,монолит,дизайнерский,3.83,164.95
61.7,3,1,7,1991,Байконыр,кирпич,косметический,9.22,57.75
93.4,2,5,10,1993,Сарыарка,монолит,косметический,3.36,151.2
104.4,3,2,20,1960,Алматы,кирпич,евро,4.87,148.87
91.4,4,21,22,1984,Алматы,монолит,косметический,4.77,120.05
41.3,1,22,24,1989,Нура,панель,косметический,15.97,16.96
39.1,2,4,5,1979,Нура,панель,евро,16.66,15.0
91.6,2,7,21,2015,Байконыр,кирпич,евро,3.81,158.07
76.7,2,10,11,2023,Байконыр,монолит,евро,11.52,87.67
63.4,1,11,16,1991,Нура,панель,косметический,10.76,52.35
32.6,2,9,24,2011,Нура,панель,косметический,15.21,15.0
68.2,3,21,23,1974,Сарыарка,монолит,косметический,8.69,59.4
124.0,5,2,8,2020,Алматы,панель,евро,2.47,234.37
38.2,1,8,14,2006,Сарыарка,кирпич,косметический,17.16,16.19
76.8,4,7,10,2008,Сарыарка,панель,косметический,9.96,68.16
129.6,3,16,17,1999,Есиль,монолит,евро,2.31,250.0
41.5,1,4,22,2014,Сарыарка,кирпич,без ремонта,21.31,17.99
99.3,2,4,11,1995,Алматы,монолит,евро,4.75,159.01
37.8,1,6,7,2023,Нура,кирпич,косметический,20.82,20.07
119.6,4,3,6,2003,Есиль,монолит,дизайнерский,1.14,246.84
109.9,5,5,6,1989,Байконыр,кирпич,евро,5.37,145.12
115.0,3,10,12,1973,Есиль,монолит,евро,2.34,231.02
43.0,1,8,25,2019,Нура,панель,без ремонта,17.6,17.76
69.2,2,4,10,1963,Сарыарка,кирпич,косметический,10.89,54.7
95.5,2,7,13,1962,Байконыр,кирпич,косметический,4.05,131.76
31.6,2,1,19,1962,Сарыарка,панель,косметический,19.03,15.0
35.7,1,15,18,1967,Сарыарка,панель,косметический,18.97,15.0
37.6,1,2,10,1976,Сарыарка,кирпич,косметический,20.8,15.45
129.7,3,7,7,1992,Алматы,кирпич,дизайнерский,0.95,250.0
102.3,4,7,8,1978,Алматы,монолит,евро,3.73,146.24
100.4,4,4,9,1989,Алматы,монолит,евро,5.18,148.18
106.8,5,1,6,1989,Байконыр,кирпич,дизайнерский,5.36,155.78
78.6,3,12,14,1988,Байконыр,монолит,евро,11.75,79.27
64.2,1,9,18,1963,Нура,кирпич,косметический,10.54,52.99
74.3,1,4,19,1995,Байконыр,панель,евро,8.1,78.46
95.8,2,11,24,1979,Алматы,монолит,евро,5.86,134.97
36.5,1,10,11,1995,Нура,панель,косметический,16.65,15.32
121.2,3,13,18,1963,Есиль,монолит,косметический,2.24,201.75
101.1,2,16,23,2017,Байконыр,монолит,евро,3.44,170.67
79.6,2,3,5,2007,Алматы,монолит,евро,10.0,96.21
71.0,1,4,21,1982,Сарыарка,монолит,евро,8.61,69.67
31.6,1,6,6,1983,Сарыарка,панель,без ремонта,17.07,15.0
121.5,4,12,16,1980,Алматы,монолит,евро,1.03,241.73
125.7,5,12,22,2025,Есиль,монолит,евро,1.47,250.0
124.1,4,11,14,2006,Есиль,кирпич,дизайнерский,2.47,250.0
73.8,1,6,16,1990,Сарыарка,кирпич,евро,8.19,82.3
32.3,1,14,18,2002,Сарыарка,кирпич,без ремонта,17.11,15.0
42.6,1,17,17,1964,Сарыарка,панель,без ремонта,15.29,15.03
37.3,1,7,20,2014,Сарыарка,кирпич,евро,17.2,18.62
30.7,1,1,23,1999,Сарыарка,панель,евро,21.15,15.0
30.2,1,6,7,1980,Сарыарка,кирпич,без ремонта,21.38,15.0
119.5,5,12,13,2005,Есиль,монолит,дизайнерский,0.87,250.0
37.1,1,19,22,1960,Сарыарка,панель,без ремонта,15.77,15.0
32.5,2,13,13,1992,Нура,панель,косметический,18.21,15.0
109.0,4,6,15,2022,Сарыарка,монолит,дизайнерский,5.67,189.11
96.7,4,19,20,2010,Байконыр,монолит,косметический,5.3,137.25
98.8,4,5,24,1962,Алматы,монолит,евро,5.11,138.83
107.8,4,6,10,1998,Байконыр,монолит,евро,3.94,169.6
116.5,4,23,25,2004,Алматы,монолит,дизайнерский,2.21,227.44
96.6,3,18,19,1994,Байконыр,кирпич,евро,3.07,139.31
67.9,1,4,5,1981,Байконыр,кирпич,косметический,10.39,61.19
97.6,2,13,23,2004,Алматы,монолит,без ремонта,4.52,143.53
75.0,3,6,13,1987,Байконыр,монолит,дизайнерский,11.11,82.73
78.2,3,9,10,2022,Сарыарка,панель,евро,8.14,92.69
74.1,3,15,16,2015,Сарыарка,кирпич,евро,11.13,66.13
40.6,1,5,17,2020,Нура,панель,косметический,17.67,18.89
96.1,2,3,16,1987,Байконыр,кирпич,евро,3.86,146.76
41.9,1,5,6,2004,Сарыарка,панель,без ремонта,18.43,17.17
33.4,1,18,22,1969,Сарыарка,панель,без ремонта,18.88,15.0
38.9,1,2,12,2009,Нура,панель,косметический,15.14,17.66
127.4,5,4,7,2009,Есиль,монолит,евро,1.59,250.0
78.7,3,9,16,2011,Байконыр,кирпич,косметический,10.83,74.55
106.2,3,1,18,1961,Байконыр,кирпич,евро,3.87,144.27
122.3,3,5,7,1990,Есиль,монолит,косметический,0.9,243.42
32.3,2,24,24,1978,Нура,панель,без ремонта,20.9,15.0
108.6,4,4,17,2020,Байконыр,кирпич,евро,5.78,164.33
71.8,2,20,25,1995,Байконыр,панель,косметический,11.01,73.06
34.6,1,2,19,2000,Сарыарка,кирпич,без ремонта,21.82,15.0
102.6,4,2,5,1988,Алматы,кирпич,косметический,3.46,141.69
125.1,4,6,9,1967,Есиль,кирпич,дизайнерский,2.41,227.51
43.3,2,24,25,2000,Сарыарка,панель,без ремонта,19.57,17.05
71.5,3,15,16,2000,Сарыарка,монолит,евро,8.98,74.54
38.2,2,7,7,1985,Байконыр,кирпич,косметический,19.62,15.0
66.1,1,6,6,2001,Сарыарка,кирпич,косметический,9.57,60.91
102.5,3,13,16,1985,Алматы,монолит,евро,5.8,150.23
97.8,3,7,17,2003,Алматы,монолит,дизайнерский,4.51,161.64
90.2,4,2,10,1983,Байконыр,монолит,косметический,5.51,113.93
43.3,2,8,9,2011,Нура,кирпич,косметический,18.7,19.33
93.5,2,4,17,2018,Байконыр,монолит,евро,3.85,174.79
92.9,4,8,14,1991,Алматы,кирпич,дизайнерский,4.9,139.24
92.3,2,4,5,1961,Байконыр,монолит,дизайнерский,4.67,133.51
33.4,2,1,6,2005,Сарыарка,панель,без ремонта,17.34,15.0
74.2,3,10,10,2022,Алматы,монолит,евро,8.48,78.32
77.6,2,5,16,2006,Сарыарка,кирпич,косметический,8.96,70.7
35.0,1,3,11,1983,Сарыарка,кирпич,косметический,16.04,15.24
37.1,1,2,5,1997,Нура,панель,косметический,19.09,16.73
72.9,3,12,24,1984,Сарыарка,кирпич,евро,9.21,66.34
103.1,4,9,19,2011,Байконыр,кирпич,без ремонта,5.77,138.03
37.2,1,3,17,2007,Нура,панель,косметический,15.31,16.25
92.7,4,2,10,2001,Байконыр,панель,евро,3.54,126.13
64.7,1,10,19,1985,Байконыр,кирпич,косметический,9.28,61.27
91.7,3,6,24,1971,Байконыр,монолит,косметический,3.61,120.22
70.9,1,13,19,2000,Нура,кирпич,косметический,8.7,67.62
75.1,2,10,11,1982,Сарыарка,монолит,без ремонта,8.75,62.49
97.7,3,1,13,2019,Байконыр,монолит,дизайнерский,5.85,168.28
127.9,3,1,24,1964,Есиль,кирпич,дизайнерский,1.69,250.0
78.8,2,4,5,2015,Байконыр,кирпич,евро,11.61,86.67
63.1,3,1,9,2011,Байконыр,кирпич,евро,11.14,65.16
95.0,3,5,7,1994,Есиль,кирпич,евро,3.29,137.6
92.9,3,9,18,2025,Байконыр,кирпич,евро,4.9,156.93
45.0,3,7,14,2007,Байконыр,панель,евро,20.77,18.26
62.5,1,5,7,1962,Сарыарка,кирпич,евро,9.38,60.17
68.3,3,22,24,1985,Сарыарка,панель,евро,11.79,65.17
115.3,3,3,16,2015,Есиль,монолит,дизайнерский,2.29,250.0
62.5,3,2,10,2011,Байконыр,панель,евро,8.96,65.25
79.6,2,17,24,1970,Байконыр,кирпич,евро,9.63,72.41
127.9,3,1,19,1971,Алматы,монолит,евро,2.26,241.6
68.5,1,4,7,2020,Байконыр,кирпич,евро,11.25,72.41
31.7,1,11,22,1963,Нура,кирпич,без ремонта,17.95,15.0
42.8,2,3,6,2022,Сарыарка,панель,евро,17.9,20.62
43.0,2,13,24,1995,Сарыарка,панель,косметический,17.29,17.71
38.3,2,2,13,2013,Сарыарка,монолит,косметический,21.79,17.1
70.7,1,3,11,1974,Байконыр,кирпич,евро,9.77,67.26
92.9,4,1,6,1982,Алматы,кирпич,евро,3.18,126.82
95.1,3,24,24,2008,Байконыр,монолит,евро,3.23,150.29
35.2,1,14,16,1970,Нура,панель,без ремонта,16.22,15.0
64.5,3,5,17,1966,Байконыр,кирпич,евро,8.94,51.09
37.8,2,1,22,2000,Сарыарка,кирпич,без ремонта,16.06,15.0
126.3,3,5,15,1960,Байконыр,панель,дизайнерский,0.73,216.42
34.4,1,11,11,2021,Нура,кирпич,без ремонта,16.16,15.0
100.7,4,18,21,2004,Алматы,кирпич,косметический,4.79,136.18
69.0,3,11,16,2007,Байконыр,кирпич,косметический,9.47,63.76
105.2,3,10,10,1993,Алматы,кирпич,евро,4.65,148.14
79.7,4,4,22,2001,Байконыр,кирпич,евро,10.0,84.11
107.1,3,12,22,2022,Алматы,монолит,евро,4.72,172.68
42.0,1,8,10,1960,Сарыарка,кирпич,дизайнерский,19.61,19.78
129.2,3,1,18,1976,Есиль,монолит,евро,1.18,249.79
69.8,3,11,24,2006,Сарыарка,кирпич,косметический,10.48,62.31
105.0,5,8,21,1968,Байконыр,монолит,евро,4.42,145.18
118.5,3,2,9,1976,Есиль,кирпич,дизайнерский,1.31,231.07
119.8,4,5,22,1961,Алматы,монолит,евро,1.66,208.2
37.5,1,6,6,1963,Нура,кирпич,косметический,21.94,15.33
43.9,2,9,17,1989,Сарыарка,монолит,косметический,16.65,17.36
39.3,1,2,15,2003,Сарыарка,панель,косметический,21.34,16.48
37.7,1,4,5,1966,Нура,кирпич,без ремонта,16.95,15.0
102.6,2,12,20,2024,Алматы,кирпич,дизайнерский,5.23,197.18
124.9,5,5,11,2011,Есиль,монолит,дизайнерский,0.83,250.0
128.9,3,9,22,2003,Алматы,монолит,евро,1.4,250.0
60.2,2,13,23,1964,Алматы,монолит,без ремонта,9.62,52.01
108.2,3,16,17,1994,Байконыр,монолит,косметический,5.98,140.1
129.9,4,14,18,2020,Алматы,монолит,дизайнерский,2.17,250.0
121.3,5,3,6,1975,Есиль,монолит,дизайнерский,1.01,237.9
40.7,2,6,23,1995,Нура,кирпич,без ремонта,19.54,15.31
64.9,1,3,19,1997,Байконыр,панель,евро,9.73,66.64
123.1,5,3,13,2005,Есиль,кирпич,дизайнерский,1.96,242.93
79.6,2,1,6,2020,Сарыарка,кирпич,евро,9.06,79.62
79.8,4,13,15,1968,Нура,панель,косметический,10.14,58.24
117.6,5,14,23,1964,Есиль,монолит,евро,1.53,214.85
125.4,3,1,23,1965,Алматы,кирпич,евро,0.83,201.24
127.6,4,7,7,1977,Есиль,кирпич,дизайнерский,1.02,250.0
100.4,4,4,21,1983,Алматы,кирпич,косметический,3.83,137.81
37.6,1,4,6,2017,Сарыарка,панель,косметический,15.28,17.01
64.2,1,1,12,1994,Байконыр,монолит,без ремонта,8.88,55.74
72.3,2,9,14,2009,Сарыарка,кирпич,евро,11.47,76.99
61.5,3,3,5,1997,Байконыр,кирпич,косметический,10.99,53.12
71.5,1,7,7,2022,Сарыарка,монолит,без ремонта,9.64,67.29
102.7,3,14,23,1981,Алматы,кирпич,евро,3.97,162.89
62.5,3,9,18,2004,Сарыарка,кирпич,евро,10.99,57.99
98.2,2,12,21,1977,Алматы,монолит,евро,3.97,141.1
76.4,2,11,16,1975,Сарыарка,панель,евро,8.03,71.35
78.8,2,6,14,2024,Байконыр,кирпич,евро,9.38,86.84
43.6,1,4,5,1961,Нура,панель,косметический,18.47,17.85
32.8,1,9,16,1977,Нура,монолит,косметический,19.58,15.0
127.0,3,21,21,1985,Есиль,монолит,дизайнерский,0.95,250.0
63.5,2,2,9,1969,Нура,панель,евро,9.76,56.67
44.6,2,11,15,2010,Нура,панель,косметический,18.75,19.23
96.5,4,11,13,1983,Алматы,кирпич,косметический,5.29,125.31
69.3,3,17,23,1990,Байконыр,монолит,косметический,9.88,65.07
42.2,2,8,8,1980,Сарыарка,панель,косметический,16.66,16.25
62.0,2,4,7,2018,Сарыарка,кирпич,косметический,10.99,59.59
42.9,1,5,9,1987,Сарыарка,панель,косметический,20.8,18.22
96.6,2,2,8,2011,Алматы,кирпич,евро,4.04,155.14
37.2,1,9,22,2001,Нура,панель,без ремонта,21.79,15.4
42.6,1,2,10,2023,Байконыр,кирпич,косметический,18.21,21.91
34.6,2,10,12,1999,Нура,панель,косметический,19.45,15.0
93.0,2,8,10,2025,Алматы,монолит,евро,5.03,184.19
41.4,2,5,22,2006,Нура,кирпич,без ремонта,20.53,16.37
120.2,3,15,18,1963,Есиль,монолит,дизайнерский,1.82,232.47
32.1,1,5,14,1970,Нура,кирпич,без ремонта,16.69,15.0
105.9,4,16,21,2012,Байконыр,монолит,евро,4.34,174.06
66.8,3,6,6,1963,Сарыарка,кирпич,евро,11.85,55.45
61.3,3,16,19,1972,Сарыарка,монолит,евро,9.52,59.32
34.6,1,3,12,2012,Нура,панель,без ремонта,21.05,15.0
91.1,4,3,12,1983,Байконыр,монолит,евро,4.82,144.61
129.4,5,1,8,1974,Алматы,монолит,евро,0.86,231.44
36.7,1,6,7,1973,Нура,кирпич,без ремонта,16.96,15.0
34.8,2,11,19,1980,Сарыарка,панель,косметический,20.43,15.0
116.8,3,4,22,2015,Есиль,монолит,евро,2.18,250.0
65.3,2,15,24,1990,Сарыарка,кирпич,косметический,9.4,61.3
35.8,1,6,10,2022,Нура,кирпич,без ремонта,15.78,16.58
42.3,1,13,21,2007,Сарыарка,монолит,косметический,17.02,19.68
103.5,3,5,7,1977,Алматы,монолит,косметический,5.49,151.62
107.3,5,4,21,1970,Есиль,кирпич,косметический,4.54,141.71
99.9,3,7,16,2022,Байконыр,монолит,евро,4.43,170.86
122.4,4,17,23,2019,Байконыр,кирпич,евро,2.15,250.0
79.8,3,6,6,1968,Байконыр,кирпич,косметический,10.44,67.1
60.9,1,6,21,1981,Байконыр,панель,косметический,9.13,59.93
77.2,2,8,14,2009,Сарыарка,кирпич,без ремонта,8.57,74.28
61.5,1,16,16,2024,Сарыарка,монолит,косметический,11.85,65.06
33.9,1,10,16,2019,Нура,панель,без ремонта,18.74,15.07
41.2,2,5,19,1978,Нура,кирпич,без ремонта,18.67,15.35
70.6,2,10,17,2019,Байконыр,монолит,без ремонта,11.24,71.31
91.4,2,1,13,2007,Байконыр,кирпич,евро,3.8,152.05
31.1,1,7,14,1990,Нура,панель,без ремонта,20.95,15.0
69.0,2,4,6,1984,Байконыр,кирпич,евро,11.83,65.71
98.6,2,2,20,2013,Алматы,монолит,евро,4.55,171.89
96.9,4,4,19,2015,Байконыр,кирпич,дизайнерский,3.79,162.88
109.7,5,16,16,2020,Байконыр,панель,без ремонта,5.53,140.46
103.8,4,13,20,1990,Байконыр,кирпич,евро,4.17,154.13
104.4,4,5,10,1977,Сарыарка,монолит,евро,3.39,153.99
41.5,1,3,9,2017,Сарыарка,панель,без ремонта,21.97,16.66
78.6,4,3,24,1979,Сарыарка,панель,косметический,8.87,60.79
100.3,3,11,25,2009,Алматы,кирпич,косметический,3.72,150.7
41.9,1,13,22,1993,Сарыарка,кирпич,дизайнерский,15.75,22.14
36.0,1,2,6,1998,Нура,панель,без ремонта,16.9,15.17
40.8,2,13,16,1973,Нура,панель,без ремонта,17.5,15.0
64.0,2,9,20,1976,Байконыр,панель,евро,8.07,57.71
63.6,3,1,5,2003,Сарыарка,монолит,евро,9.75,59.58
43.7,1,4,25,1977,Нура,панель,без ремонта,18.35,15.51
104.2,3,19,21,2004,Байконыр,монолит,дизайнерский,4.6,180.21
123.3,3,4,11,2025,Есиль,монолит,дизайнерский,0.84,250.0
42.0,1,6,15,1965,Сарыарка,панель,без ремонта,18.46,15.43
123.0,3,5,24,2021,Есиль,монолит,евро,2.3,250.0
35.9,1,18,22,1971,Нура,кирпич,косметический,20.99,15.0
126.4,4,18,22,1969,Байконыр,монолит,евро,2.43,236.46
124.1,3,7,25,2015,Алматы,монолит,дизайнерский,0.78,250.0
37.3,1,15,20,1973,Сарыарка,панель,косметический,20.39,15.0
104.5,4,11,24,2002,Байконыр,монолит,дизайнерский,5.75,160.58
116.2,3,5,25,1967,Есиль,монолит,дизайнерский,2.41,215.95
117.7,4,4,5,1965,Есиль,монолит,дизайнерский,1.2,215.12
123.0,5,2,18,1973,Алматы,монолит,евро,1.9,224.19
75.0,3,11,12,1994,Сарыарка,панель,евро,11.73,66.12
41.7,1,1,15,1979,Нура,панель,без ремонта,15.13,15.43
125.4,3,3,8,1974,Байконыр,монолит,евро,1.01,250.0
91.3,4,5,19,2015,Алматы,монолит,евро,3.9,134.29
94.5,3,6,22,1971,Байконыр,кирпич,дизайнерский,3.79,139.31
74.5,2,7,13,1966,Байконыр,кирпич,дизайнерский,8.55,76.03
74.0,2,15,19,1967,Байконыр,кирпич,косметический,8.47,67.09
34.4,1,5,11,2018,Нура,панель,косметический,18.19,15.89
90.3,3,11,20,1991,Байконыр,кирпич,без ремонта,4.22,116.91
42.1,1,6,6,2024,Сарыарка,кирпич,косметический,19.33,18.92
100.2,2,12,23,2013,Байконыр,монолит,дизайнерский,5.9,180.99
122.7,3,10,12,1978,Есиль,монолит,дизайнерский,2.17,250.0
60.5,1,6,15,2012,Байконыр,кирпич,без ремонта,8.28,59.27
65.2,3,2,21,1990,Сарыарка,кирпич,евро,11.06,60.53
76.8,4,2,5,1996,Сарыарка,монолит,без ремонта,11.14,67.93
120.3,4,4,24,1994,Алматы,монолит,евро,2.22,242.28
